# Sensor type: Respeck
# Activity type: Standing
# Activity subtype: Singing
# Subject id: s2094833
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696294622304,-0.23486328,-0.9780884,0.15765381,0.921875,-1.546875,0.328125
1696294622335,-0.22387695,-0.96417236,0.16400146,0.9375,-1.578125,0.203125
1696294622378,-0.2355957,-0.9663696,0.16326904,1.375,-0.890625,0.59375
1696294622425,-0.23413086,-0.9692993,0.15130615,-1.171875,-1.9375,0.171875
1696294622455,-0.234375,-0.9690552,0.16009521,0.421875,-1.6875,0.375
1696294622498,-0.23754883,-0.9690552,0.14715576,-0.546875,-0.84375,0.453125
1696294622545,-0.23535156,-0.96588135,0.14788818,-0.875,-1.578125,0.28125
1696294622574,-0.22705078,-0.9714966,0.15447998,-1.609375,-1.34375,-0.125
1696294622619,-0.23535156,-0.9627075,0.14202881,-2.03125,-0.84375,-0.015625
1696294622649,-0.23461914,-0.972229,0.16009521,-0.875,-1.953125,0.265625
1696294622698,-0.22509766,-0.9678345,0.16033936,-2.015625,-1.296875,-0.171875
1696294622739,-0.23242188,-0.9788208,0.15350342,-1.53125,-0.671875,-0.09375
1696294622770,-0.23120117,-0.9702759,0.16107178,-1.109375,-1.484375,0.25
1696294622814,-0.2331543,-0.96759033,0.16375732,-0.359375,-1.921875,0.625
1696294622845,-0.2319336,-0.97052,0.1605835,-0.78125,-2.15625,0.359375
1696294622890,-0.22314453,-0.9768677,0.15667725,-0.40625,-1.234375,0.515625
1696294622934,-0.23388672,-0.96832275,0.17181396,0.625,-0.359375,0.6875
1696294622963,-0.22851562,-0.9649048,0.16595459,1.09375,-0.359375,0.140625
1696294623009,-0.23266602,-0.9729614,0.1437378,-2.390625,-1.828125,-0.1875
1696294623039,-0.234375,-0.97198486,0.16107178,-0.09375,-1.90625,0.59375
1696294623085,-0.2290039,-0.97003174,0.15374756,-0.828125,-0.140625,0.1875
1696294623133,-0.22436523,-0.9702759,0.15960693,-0.78125,-0.984375,0.234375
1696294623162,-0.22924805,-0.97442627,0.15325928,-1.25,-1.5625,-0.15625
1696294623206,-0.22949219,-0.97003174,0.14959717,-1.203125,-1.3125,0.4375
1696294623234,-0.22192383,-0.9702759,0.16253662,0.34375,-0.375,-0.046875
1696294623279,-0.22998047,-0.9734497,0.15545654,-0.921875,-0.734375,0.421875
1696294623325,-0.22436523,-0.9680786,0.15789795,-0.890625,-0.421875,0.328125
1696294623355,-0.22998047,-0.9619751,0.1630249,-1.359375,-0.609375,0.359375
1696294623401,-0.23168945,-0.9783325,0.16351318,-0.984375,-0.359375,0.328125
1696294623444,-0.23852539,-0.9649048,0.16644287,-0.625,-0.4375,0.3125
1696294623475,-0.22949219,-0.97003174,0.16522217,-0.578125,-0.1875,0.21875
1696294623521,-0.22827148,-0.9668579,0.16986084,-1.859375,-0.4375,-0.421875
1696294623551,-0.23022461,-0.96539307,0.16888428,0.0,0.28125,0.03125
1696294623595,-0.22583008,-0.9649048,0.13934326,-1.890625,-2.296875,-0.109375
1696294623641,-0.23999023,-0.97369385,0.1515503,-0.234375,-1.859375,0.671875
1696294623669,-0.21948242,-0.9680786,0.15960693,-0.484375,-0.0625,0.390625
1696294623716,-0.22314453,-0.97076416,0.16326904,-0.640625,-0.28125,0.453125
1696294623746,-0.2241211,-0.9746704,0.16082764,-1.078125,-1.140625,0.5
1696294623790,-0.22241211,-0.97369385,0.1630249,-0.046875,0.125,0.484375
1696294623835,-0.22558594,-0.97247314,0.16668701,-0.25,0.015625,0.0
1696294623865,-0.22241211,-0.97198486,0.16156006,-0.46875,-0.765625,0.109375
1696294623913,-0.22680664,-0.96832275,0.15765381,-1.078125,-0.78125,0.125
1696294623972,-0.22265625,-0.97198486,0.16229248,-1.015625,-0.578125,-0.015625
1696294623986,-0.22314453,-0.96954346,0.168396,-0.703125,-0.375,0.1875
1696294624032,-0.22509766,-0.9717407,0.16546631,-0.765625,-0.171875,0.265625
1696294624060,-0.22338867,-0.97198486,0.16082764,-1.15625,-0.578125,0.1875
1696294624107,-0.2241211,-0.97125244,0.15740967,-1.375,-1.171875,0.265625
1696294624152,-0.22387695,-0.9717407,0.168396,-0.359375,-0.375,-0.0625
1696294624180,-0.22753906,-0.96588135,0.17034912,0.421875,-1.359375,0.421875
1696294624227,-0.22338867,-0.97125244,0.17132568,-1.328125,-1.796875,-0.390625
1696294624256,-0.21948242,-0.9685669,0.17596436,-0.265625,-1.609375,-0.921875
1696294624302,-0.24121094,-0.96759033,0.15765381,-0.671875,-1.53125,-0.0625
1696294624346,-0.21826172,-0.96051025,0.16326904,-0.984375,-1.53125,-0.390625
1696294624391,-0.2446289,-0.97076416,0.17034912,-1.125,-0.640625,-0.0625
1696294624419,-0.2241211,-0.9702759,0.14959717,-0.875,-0.328125,-0.484375
1696294624449,-0.23217773,-0.96710205,0.16571045,-0.859375,-0.75,-0.0625
1696294624496,-0.22875977,-0.9651489,0.17425537,-0.421875,0.78125,-0.546875
1696294624541,-0.2277832,-0.96954346,0.16912842,-0.4375,0.578125,0.109375
1696294624587,-0.23876953,-0.9714966,0.16668701,-0.109375,1.09375,0.25
1696294624615,-0.23657227,-0.9627075,0.16766357,-0.1875,2.078125,0.484375
1696294624663,-0.2253418,-0.9663696,0.16766357,0.125,2.84375,0.28125
1696294624690,-0.21826172,-0.9758911,0.1642456,-0.375,2.21875,0.03125
1696294624737,-0.2319336,-0.9734497,0.15301514,-2.40625,0.609375,0.515625
1696294624765,-0.20410156,-0.9668579,0.16107178,-1.15625,0.765625,1.0625
1696294624811,-0.21826172,-0.97125244,0.1749878,-1.484375,-2.703125,2.015625
1696294624857,-0.22583008,-0.97662354,0.18597412,-1.625,-1.28125,0.234375
1696294624903,-0.2133789,-0.9678345,0.17767334,-0.296875,-0.375,-0.6875
1696294624930,-0.23217773,-0.96295166,0.18011475,-1.171875,-1.515625,-0.90625
1696294624961,-0.22729492,-0.98028564,0.15667725,-1.828125,-4.296875,-0.65625
1696294625007,-0.2265625,-0.9649048,0.18719482,1.390625,-3.0,0.328125
1696294625050,-0.23461914,-0.96954346,0.17303467,0.453125,-2.90625,-1.0625
1696294625081,-0.22631836,-0.9644165,0.15863037,-0.71875,-2.390625,-0.421875
1696294625126,-0.2319336,-0.9780884,0.14593506,-0.375,-0.59375,-0.8125
1696294625155,-0.2319336,-0.96466064,0.15594482,0.28125,-0.546875,0.03125
1696294625202,-0.22631836,-0.9627075,0.16693115,0.25,-0.28125,0.234375
1696294625247,-0.22509766,-0.97320557,0.16326904,-0.609375,-0.734375,0.078125
1696294625275,-0.22509766,-0.9631958,0.15863037,-1.90625,-0.453125,-0.265625
1696294625322,-0.23876953,-0.9741821,0.16595459,-2.5,0.921875,-0.328125
1696294625364,-0.22192383,-0.9627075,0.1828003,-0.515625,-0.53125,1.09375
1696294625394,-0.22631836,-0.9656372,0.18914795,0.53125,-1.671875,1.46875
1696294625442,-0.22070312,-0.96539307,0.18060303,1.78125,-0.015625,0.9375
1696294625470,-0.23461914,-0.9783325,0.1642456,-1.28125,-3.890625,2.03125
1696294625517,-0.2265625,-0.975647,0.16375732,0.109375,-2.53125,1.984375
1696294625560,-0.21826172,-0.9734497,0.15716553,0.09375,-1.640625,1.4375
1696294625589,-0.21020508,-0.9734497,0.15814209,0.53125,-2.90625,1.328125
1696294625635,-0.21069336,-0.972229,0.15447998,-0.828125,-3.328125,0.65625
1696294625666,-0.22729492,-0.96832275,0.15081787,0.625,-0.890625,1.15625
1696294625709,-0.19824219,-0.9771118,0.16351318,1.671875,-0.84375,-0.078125
1696294625754,-0.20141602,-0.9768677,0.15106201,-0.546875,-2.3125,0.015625
1696294625784,-0.21069336,-0.9780884,0.14788818,0.015625,-2.03125,0.125
1696294625832,-0.21606445,-0.9680786,0.14764404,-0.640625,-2.34375,0.671875
1696294625873,-0.21875,-0.9780884,0.15032959,-0.71875,-1.9375,0.71875
1696294625906,-0.21972656,-0.96221924,0.15838623,-0.21875,-1.59375,0.53125
1696294625950,-0.24731445,-0.98687744,0.15960693,0.015625,0.375,0.484375
1696294625979,-0.2319336,-0.9673462,0.15081787,-0.265625,0.6875,1.8125
1696294626026,-0.19702148,-0.9729614,0.16571045,0.09375,3.390625,0.234375
1696294626069,-0.20092773,-0.97369385,0.16790771,-0.03125,1.921875,0.6875
1696294626100,-0.19824219,-0.9729614,0.14642334,-1.984375,-0.6875,0.5
1696294626144,-0.19677734,-0.9849243,0.16278076,-0.03125,-1.828125,-0.046875
1696294626174,-0.20605469,-0.9758911,0.15716553,0.375,-0.34375,0.171875
1696294626236,-0.21850586,-0.96832275,0.1473999,0.03125,-0.671875,-0.296875
1696294626264,-0.21142578,-0.97735596,0.15960693,0.21875,0.484375,-0.390625
1696294626294,-0.21875,-0.9793091,0.1515503,-0.25,1.28125,-0.3125
1696294626340,-0.19091797,-0.9697876,0.15789795,-0.296875,1.328125,-0.796875
1696294626370,-0.19482422,-0.97979736,0.14984131,-1.21875,-0.125,-1.28125
1696294626414,-0.20483398,-0.97979736,0.15765381,-1.03125,-0.875,-1.171875
1696294626458,-0.23144531,-0.97540283,0.14569092,-1.28125,-0.484375,-0.625
1696294626489,-0.22387695,-0.9661255,0.15594482,-0.875,0.359375,-0.65625
1696294626534,-0.22021484,-0.97076416,0.16033936,-1.125,0.234375,-0.984375
1696294626581,-0.22314453,-0.96881104,0.15374756,-0.921875,-0.0625,-1.0
1696294626610,-0.22387695,-0.9692993,0.15228271,-1.25,-1.0,-1.125
1696294626654,-0.22485352,-0.972229,0.15447998,-2.59375,-2.609375,-0.265625
1696294626684,-0.21875,-0.9819946,0.15692139,-1.09375,-2.078125,-0.75
1696294626733,-0.23828125,-0.9656372,0.15789795,-0.34375,-2.140625,0.3125
1696294626777,-0.23217773,-0.97247314,0.16546631,-0.5625,-1.125,-0.375
1696294626804,-0.2277832,-0.9692993,0.15838623,-0.578125,0.8125,-0.078125
1696294626851,-0.2277832,-0.96832275,0.16229248,-0.90625,-0.5,-0.09375
1696294626878,-0.21557617,-0.97052,0.1671753,-0.6875,-0.21875,0.171875
1696294626940,-0.23095703,-0.9651489,0.16400146,-0.671875,0.03125,-0.0625
1696294626968,-0.22485352,-0.9661255,0.16741943,-1.15625,-0.5,0.203125
1696294627000,-0.22290039,-0.973938,0.15838623,-1.34375,-1.09375,0.3125
1696294627045,-0.21582031,-0.97052,0.16741943,-1.265625,-0.671875,-0.125
1696294627076,-0.22485352,-0.97369385,0.15911865,-0.9375,-0.28125,0.296875
1696294627122,-0.2199707,-0.9710083,0.16033936,-1.015625,-0.640625,-0.03125
1696294627165,-0.21972656,-0.9663696,0.16229248,-0.9375,-0.390625,0.1875
1696294627195,-0.22387695,-0.9710083,0.16473389,-0.296875,-0.46875,0.015625
1696294627240,-0.2265625,-0.97247314,0.16766357,-0.234375,-0.71875,0.4375
1696294627284,-0.2253418,-0.97198486,0.16522217,-0.4375,-0.421875,0.578125
1696294627314,-0.21240234,-0.97076416,0.17572021,-0.59375,0.109375,-0.765625
1696294627360,-0.21826172,-0.95684814,0.16912842,-0.140625,0.15625,-0.34375
1696294627389,-0.23632812,-0.98028564,0.1552124,-2.734375,-1.75,-0.140625
1696294627434,-0.2175293,-0.97662354,0.16326904,-1.625,-1.125,-0.1875
1696294627479,-0.22583008,-0.9673462,0.16448975,-1.875,-0.28125,0.109375
1696294627509,-0.22509766,-0.96417236,0.15863037,-1.671875,-0.265625,-0.171875
1696294627554,-0.21142578,-0.9829712,0.16351318,-2.671875,0.46875,-0.203125
1696294627585,-0.21850586,-0.9673462,0.17181396,-0.59375,0.703125,-0.046875
1696294627645,-0.22583008,-0.97198486,0.18670654,-0.296875,0.578125,-0.125
1696294627675,-0.23266602,-0.9710083,0.18206787,-0.59375,-0.34375,0.46875
1696294627704,-0.22485352,-0.9680786,0.17425537,-0.90625,-0.875,0.359375
1696294627753,-0.22460938,-0.9741821,0.1749878,-1.390625,-0.875,0.140625
1696294627779,-0.23144531,-0.9697876,0.18304443,-1.640625,-0.96875,0.109375
1696294627825,-0.22338867,-0.973938,0.18548584,-0.84375,-0.28125,0.0
1696294627869,-0.22314453,-0.96710205,0.18011475,-1.125,-1.109375,0.265625
1696294627900,-0.22924805,-0.9692993,0.17645264,-0.828125,-0.9375,0.21875
1696294627945,-0.22143555,-0.96954346,0.17938232,-0.515625,-0.859375,0.046875
1696294627991,-0.21899414,-0.9746704,0.18499756,-0.453125,-0.796875,-0.5625
1696294628019,-0.21435547,-0.94903564,0.19818115,0.265625,0.40625,-1.140625
1696294628066,-0.24267578,-0.9702759,0.19769287,-2.828125,2.0625,-1.828125
1696294628094,-0.23535156,-0.9678345,0.19378662,-0.265625,2.5625,-1.328125
1696294628139,-0.23999023,-0.97320557,0.18353271,1.1875,0.546875,-0.65625
1696294628185,-0.22802734,-0.9649048,0.20013428,0.65625,0.765625,-0.921875
1696294628215,-0.23632812,-0.97247314,0.16473389,0.9375,1.640625,-0.8125
1696294628261,-0.21264648,-0.97369385,0.16253662,-1.078125,-1.28125,-0.921875
1696294628288,-0.23388672,-0.9614868,0.19207764,-0.625,-2.8125,-0.734375
1696294628335,-0.22729492,-0.96759033,0.17108154,-2.59375,-2.640625,-1.5625
1696294628381,-0.2421875,-0.9578247,0.1906128,-0.5,0.015625,-2.0
1696294628409,-0.24633789,-0.9639282,0.16815186,0.5625,-3.203125,-0.375
1696294628456,-0.24975586,-0.96221924,0.17547607,-0.21875,-2.03125,0.296875
1696294628517,-0.234375,-0.96417236,0.17034912,-0.734375,-0.921875,-0.09375
1696294628529,-0.2421875,-0.9639282,0.17694092,-1.625,-1.265625,-0.21875
1696294628576,-0.23339844,-0.96881104,0.17816162,-2.578125,-0.375,-0.625
1696294628604,-0.24902344,-0.9649048,0.19036865,-0.25,-0.90625,0.5625
1696294628652,-0.24609375,-0.9685669,0.20233154,0.75,-1.34375,0.53125
1696294628698,-0.2434082,-0.9678345,0.18865967,0.96875,-1.328125,0.421875
1696294628724,-0.23413086,-0.96881104,0.1774292,-1.109375,-2.53125,0.09375
1696294628785,-0.23095703,-0.9651489,0.17181396,0.3125,-2.125,0.515625
1696294628799,-0.24487305,-0.9678345,0.1828003,-0.40625,-1.65625,0.8125
1696294628845,-0.23828125,-0.96588135,0.17523193,0.09375,-2.171875,0.578125
1696294628891,-0.24267578,-0.9678345,0.16741943,-1.09375,-2.328125,0.1875
1696294628918,-0.23242188,-0.9714966,0.16864014,-0.4375,-1.984375,0.4375
1696294628964,-0.24047852,-0.9631958,0.17718506,0.171875,-1.421875,-0.125
1696294628994,-0.23217773,-0.9702759,0.16986084,-0.109375,-1.21875,0.140625
1696294629041,-0.2397461,-0.9663696,0.16668701,-0.140625,-0.890625,0.203125
1696294629100,-0.23339844,-0.97198486,0.17303467,-0.484375,-0.96875,0.15625
1696294629114,-0.23364258,-0.96661377,0.17034912,-0.53125,-0.859375,0.15625
1696294629159,-0.23803711,-0.96759033,0.17669678,0.0,-0.765625,0.296875
1696294629206,-0.24169922,-0.96710205,0.17156982,-0.375,-0.65625,0.234375
1696294629236,-0.24365234,-0.9619751,0.18231201,0.0625,-0.78125,0.46875
1696294629281,-0.23461914,-0.9673462,0.17156982,0.1875,-0.578125,-0.1875
1696294629308,-0.24316406,-0.9697876,0.18963623,1.265625,-0.140625,0.15625
1696294629369,-0.2446289,-0.9678345,0.16253662,-1.75,-2.140625,0.125
1696294629399,-0.24023438,-0.9690552,0.17401123,-0.625,-1.59375,0.203125
1696294629429,-0.23510742,-0.9614868,0.16473389,-0.84375,-0.03125,0.109375
1696294629475,-0.24023438,-0.96221924,0.16937256,-1.140625,-0.734375,0.046875
1696294629505,-0.23779297,-0.97125244,0.17132568,-0.421875,-0.734375,0.09375
1696294629554,-0.23657227,-0.9651489,0.17523193,0.90625,-0.328125,0.328125
1696294629612,-0.23632812,-0.9651489,0.1749878,0.296875,-0.296875,-0.296875
1696294629624,-0.23779297,-0.97369385,0.17425537,-0.1875,-0.71875,0.25
1696294629671,-0.24658203,-0.97052,0.16668701,-0.4375,-0.625,0.21875
1696294629715,-0.23852539,-0.96295166,0.16766357,-1.125,-0.921875,-0.046875
1696294629744,-0.23925781,-0.96710205,0.16766357,-0.734375,-0.921875,0.40625
1696294629793,-0.24121094,-0.9631958,0.17352295,-0.4375,-0.9375,0.109375
1696294629819,-0.23876953,-0.9758911,0.17425537,-0.140625,-1.140625,0.3125
1696294629872,-0.23803711,-0.95684814,0.16644287,-0.546875,-1.296875,0.265625
1696294629938,-0.23510742,-0.96881104,0.15667725,-1.796875,-1.953125,0.28125
1696294629940,-0.2319336,-0.95806885,0.16375732,-0.390625,-0.734375,0.453125
1696294629983,-0.24072266,-0.9763794,0.16595459,-1.96875,-2.109375,0.84375
1696294630013,-0.23925781,-0.9717407,0.16986084,-0.390625,-1.484375,0.5
1696294630059,-0.22753906,-0.9636841,0.17132568,-0.171875,0.84375,0.046875
1696294630121,-0.23120117,-0.96466064,0.16400146,-0.46875,-0.796875,0.421875
1696294630149,-0.22705078,-0.9751587,0.17156982,-0.203125,-0.84375,0.4375
1696294630180,-0.23706055,-0.9678345,0.1762085,0.578125,-0.125,0.296875
1696294630209,-0.24072266,-0.9656372,0.17132568,-0.046875,-1.25,0.1875
1696294630253,-0.23803711,-0.9663696,0.16619873,-1.84375,-3.890625,0.796875
1696294630300,-0.22338867,-0.9746704,0.1671753,-1.625,-2.328125,-0.421875
1696294630328,-0.22998047,-0.9663696,0.15985107,-1.859375,-1.3125,-0.125
1696294630375,-0.22973633,-0.9656372,0.16497803,-1.484375,-0.515625,-0.265625
1696294630404,-0.23291016,-0.9680786,0.16693115,-1.296875,-1.1875,0.03125
1696294630449,-0.2355957,-0.96881104,0.16156006,-0.484375,-1.5,0.484375
1696294630539,-0.2397461,-0.96832275,0.1708374,-0.375,-1.46875,-0.046875
1696294630541,-0.23168945,-0.9741821,0.16888428,-0.40625,-1.0,0.3125
1696294630584,-0.23486328,-0.97540283,0.16815186,0.359375,-0.4375,-0.046875
1696294630629,-0.22314453,-0.9644165,0.16937256,1.921875,-1.9375,0.6875
1696294630645,-0.24121094,-0.9678345,0.16888428,0.609375,-0.984375,0.671875
1696294630690,-0.22143555,-0.97369385,0.16888428,0.84375,-0.46875,0.9375
1696294630720,-0.24023438,-0.9668579,0.1696167,0.671875,-0.015625,1.0
1696294630767,-0.2265625,-0.96343994,0.16448975,-1.28125,-0.984375,0.46875
1696294630808,-0.22583008,-0.9793091,0.1515503,-4.796875,0.25,-0.5
1696294630840,-0.22387695,-0.9585571,0.16619873,-6.921875,-0.4375,-0.421875
1696294630886,-0.23803711,-0.9607544,0.19158936,-2.84375,0.234375,0.359375
1696294630914,-0.23022461,-0.96051025,0.19476318,-1.671875,0.28125,-0.25
1696294630961,-0.22485352,-0.9680786,0.18353271,-1.40625,-1.6875,0.1875
1696294631005,-0.23608398,-0.96343994,0.17962646,-0.75,-1.046875,-0.65625
1696294631035,-0.2368164,-0.97369385,0.18499756,-0.140625,-0.71875,-0.015625
1696294631096,-0.23657227,-0.96051025,0.18475342,-0.359375,-0.234375,-0.34375
1696294631156,-0.22460938,-0.9644165,0.17840576,-0.953125,-0.46875,0.0625
1696294631161,-0.22875977,-0.97247314,0.18060303,-1.296875,-0.75,-0.015625
1696294631199,-0.2241211,-0.9751587,0.17010498,-2.078125,-1.03125,0.1875
1696294631229,-0.22949219,-0.972229,0.18670654,-1.03125,-0.515625,0.078125
1696294631274,-0.23583984,-0.9673462,0.17108154,-1.8125,-2.125,0.578125
1696294631321,-0.24023438,-0.97857666,0.2033081,-0.765625,0.140625,-0.546875
1696294631351,-0.23803711,-0.96881104,0.20843506,-2.59375,2.734375,-0.6875
1696294631394,-0.2668457,-0.97052,0.21820068,-11.921875,3.484375,-1.25
1696294631424,-0.21191406,-0.9639282,0.24603271,-14.453125,2.921875,-3.265625
1696294631470,-0.22460938,-0.972229,0.24554443,-3.828125,-5.359375,-2.171875
1696294631515,-0.29516602,-0.93829346,0.2020874,-4.5625,-4.75,-2.015625
1696294631545,-0.22680664,-0.9573364,0.19354248,-3.625,1.390625,-1.03125
