# Sensor type: Thingy
# Activity type: Descending stairs
# Activity subtype: Normal
# Subject id: s2094833
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1696287116109,-1.0029297,-0.040039062,0.56640625,14.625,36.25,-22.78125,0.0,0.0,0.0
1696287116171,-1.2373047,0.33007812,0.9404297,96.0,46.75,-23.34375,0.0,0.0,0.0
1696287116201,-1.4638672,0.17089844,0.7470703,-157.59375,-25.59375,0.96875,0.0,0.0,0.0
1696287116231,-0.8359375,-0.4375,-0.15234375,-116.09375,-78.25,-29.8125,0.0,0.0,0.0
1696287116293,-1.875,-0.31933594,0.4404297,15.0625,47.84375,-17.65625,0.0,0.0,0.0
1696287116321,-1.2255859,-0.07324219,0.55566406,-100.0,-20.875,-50.5,-83.125,-18.5625,-165.9375
1696287116352,-0.9794922,-0.12890625,-0.6171875,-156.4375,8.53125,-14.65625,0.0,0.0,0.0
1696287116410,-1.0527344,-0.34960938,-0.15917969,130.71875,67.25,13.28125,0.0,0.0,0.0
1696287116443,-0.9140625,0.08691406,0.65527344,83.3125,38.625,8.28125,0.0,0.0,0.0
1696287116503,-0.73535156,-0.13183594,0.048828125,-16.0,16.9375,13.96875,0.0,0.0,0.0
1696287116530,-0.7421875,-0.21484375,0.5205078,79.6875,4.125,24.21875,0.0,0.0,0.0
1696287116561,-0.5439453,-0.19140625,0.30664062,-70.625,-16.4375,7.5,0.0,0.0,0.0
1696287116592,-0.5830078,-0.017578125,0.21289062,27.9375,-34.9375,7.125,0.0,0.0,0.0
1696287116653,-0.6894531,-0.018554688,0.111328125,26.28125,-54.9375,13.40625,0.0,0.0,0.0
1696287116683,-0.62890625,-0.10546875,0.0048828125,-28.34375,-33.78125,13.65625,0.0,0.0,0.0
1696287116712,-1.0400391,-0.5605469,0.66308594,-6.3125,-47.625,13.03125,0.0,0.0,0.0
1696287116777,-1.0595703,-0.2626953,0.5234375,-8.0625,-82.78125,-2.09375,0.0,0.0,0.0
1696287116801,-1.5820312,-0.044921875,0.6542969,102.84375,-193.875,13.28125,0.0,0.0,0.0
1696287116837,-1.5722656,0.33203125,0.46289062,103.8125,-206.625,40.03125,-73.9375,-19.0,-159.1875
1696287116981,-1.4853516,0.4609375,0.6376953,30.1875,-109.9375,31.90625,0.0,0.0,0.0
1696287116983,-1.015625,0.09863281,0.296875,-5.15625,-15.09375,-11.71875,0.0,0.0,0.0
1696287116983,-0.8173828,0.30371094,0.4951172,-62.625,33.5625,-20.875,0.0,0.0,0.0
1696287117009,-0.59472656,0.18261719,0.20019531,-91.09375,72.875,-12.15625,0.0,0.0,0.0
1696287117040,-0.47753906,0.18652344,0.10546875,-10.75,87.625,15.65625,0.0,0.0,0.0
1696287117070,-0.4794922,0.13867188,0.14453125,33.25,81.96875,19.34375,0.0,0.0,0.0
1696287117132,-0.71777344,-0.3720703,0.3876953,109.1875,87.5,34.40625,0.0,0.0,0.0
1696287117161,-0.7949219,-0.28027344,0.18261719,29.65625,83.34375,-38.96875,0.0,0.0,0.0
1696287117192,-0.6513672,0.22753906,0.7783203,-35.65625,122.71875,-57.875,0.0,0.0,0.0
1696287117256,-0.8720703,0.15625,0.45117188,-147.15625,63.21875,-42.0625,0.0,0.0,0.0
1696287117281,-0.6386719,0.07519531,0.4140625,-68.0,26.90625,-14.40625,0.0,0.0,0.0
1696287117310,-0.9199219,-0.060546875,0.40625,16.65625,2.65625,8.03125,-80.375,-22.9375,-169.25
1696287117403,-1.8681641,-0.0859375,-0.14257812,-79.59375,-3.1875,-12.40625,0.0,0.0,0.0
1696287117405,-1.0185547,0.32226562,0.115234375,-19.375,-24.5625,-15.8125,0.0,0.0,0.0
1696287117430,-1.8730469,-0.38476562,1.4736328,82.25,-50.4375,6.875,0.0,0.0,0.0
1696287117527,-1.3007812,-0.4580078,0.005859375,-172.8125,-14.40625,-37.5625,0.0,0.0,0.0
1696287117529,-1.1484375,-0.21582031,-0.0029296875,22.625,12.25,-3.875,0.0,0.0,0.0
1696287117549,-1.0810547,0.03125,0.22949219,101.78125,40.5,15.1875,0.0,0.0,0.0
1696287117614,-0.84765625,-0.091796875,0.38183594,-23.40625,35.3125,10.46875,0.0,0.0,0.0
1696287117640,-0.7207031,-0.33398438,0.36914062,-77.90625,17.6875,1.09375,0.0,0.0,0.0
1696287117670,-0.49023438,-0.07910156,0.19335938,31.96875,-6.78125,10.375,0.0,0.0,0.0
1696287117730,-0.5683594,-0.20019531,0.14941406,53.625,-3.0,20.4375,0.0,0.0,0.0
1696287117760,-0.6230469,-0.14746094,0.14355469,50.875,-10.75,20.1875,0.0,0.0,0.0
1696287117793,-0.7988281,-0.20703125,0.24023438,6.40625,-7.59375,15.0625,0.0,0.0,0.0
1696287118003,-0.7841797,-0.09082031,0.34277344,-52.25,-12.15625,-5.8125,-80.5625,-25.625,-171.5
1696287118009,-0.70214844,-0.109375,0.23339844,-31.6875,-26.3125,-11.125,0.0,0.0,0.0
1696287118010,-1.6552734,-0.24902344,0.83984375,12.5625,-114.28125,-17.78125,0.0,0.0,0.0
1696287118012,-1.9716797,-0.0390625,0.45117188,88.125,-195.15625,-6.0625,0.0,0.0,0.0
1696287118013,-1.4580078,0.40429688,0.50097656,90.5625,-246.21875,26.65625,0.0,0.0,0.0
