# Sensor type: Thingy
# Activity type: Ascending stairs
# Activity subtype: Normal
# Subject id: s2094833
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1696286830512,-0.36816406,0.3544922,0.7861328,-26.375,18.78125,-36.03125,0.0,0.0,0.0
1696286830515,-0.3935547,0.36523438,0.73046875,-24.5,27.625,-40.40625,0.0,0.0,0.0
1696286830540,-0.43945312,0.4560547,0.7763672,-32.78125,43.875,-59.84375,0.0,0.0,0.0
1696286830629,-0.49414062,0.53515625,0.61328125,-76.0625,72.875,-71.5,0.0,0.0,0.0
1696286830631,-1.2265625,0.69140625,0.91015625,9.6875,57.53125,-10.03125,0.0,0.0,0.0
1696286830660,-1.0947266,0.13476562,0.12402344,-37.6875,96.78125,-48.59375,0.0,0.0,0.0
1696286830721,-0.44335938,0.7558594,0.72265625,-11.71875,92.15625,-71.5,0.0,0.0,0.0
1696286830753,-0.8984375,0.0703125,0.27441406,-127.75,138.59375,-38.46875,0.0,0.0,0.0
1696286830780,-1.0976562,0.05859375,0.34277344,-65.6875,102.71875,-37.3125,0.0,0.0,0.0
1696286830842,-0.7783203,0.2265625,0.3232422,-53.71875,108.125,-30.09375,-65.375,-17.9375,-169.5625
1696286830870,-0.86035156,0.21289062,0.33789062,-100.125,116.5625,-15.15625,0.0,0.0,0.0
1696286830903,-0.9394531,0.080078125,0.16894531,-142.84375,134.875,-1.96875,0.0,0.0,0.0
1696286830960,-0.8310547,-0.2265625,-0.0048828125,-11.375,116.9375,42.65625,0.0,0.0,0.0
1696286830994,-1.3066406,-0.46191406,0.54003906,191.21875,61.75,-12.46875,0.0,0.0,0.0
1696286831020,-0.9472656,-0.18652344,0.30664062,78.90625,42.46875,-66.3125,0.0,0.0,0.0
1696286831111,-0.7792969,0.31835938,0.3203125,-70.3125,78.40625,-88.75,0.0,0.0,0.0
1696286831114,-0.9033203,0.25976562,0.25585938,16.34375,13.71875,-35.90625,0.0,0.0,0.0
1696286831140,-0.8964844,-0.125,0.28320312,87.03125,-4.96875,0.21875,0.0,0.0,0.0
1696286831294,-1.0615234,-0.2919922,0.28808594,4.8125,12.25,4.0,0.0,0.0,0.0
1696286831298,-1.2695312,-0.059570312,-0.025390625,-132.15625,23.84375,-6.375,0.0,0.0,0.0
1696286831300,-1.2363281,0.16015625,-0.009765625,-170.25,55.78125,-9.53125,0.0,0.0,0.0
1696286831303,-1.7099609,0.020507812,-0.08300781,-116.96875,35.25,18.1875,0.0,0.0,0.0
1696286831353,-1.4746094,-0.064453125,-0.083984375,5.84375,-32.125,37.59375,-74.125,-25.625,-188.3125
1696286831382,-1.0253906,-0.13867188,9.765625E-4,122.71875,-45.78125,33.90625,0.0,0.0,0.0
1696286831442,-1.1064453,0.71972656,1.4580078,208.3125,-184.9375,77.3125,0.0,0.0,0.0
1696286831469,-1.1855469,0.23046875,0.095703125,-301.96875,-136.78125,68.53125,0.0,0.0,0.0
1696286831502,-1.1494141,0.0625,-0.8251953,-154.625,-195.5,-25.21875,0.0,0.0,0.0
1696286831795,-0.78808594,0.048828125,-0.04296875,304.96875,-199.59375,76.28125,0.0,0.0,0.0
1696286831798,-0.9785156,0.038085938,0.52441406,105.875,-215.84375,85.0625,0.0,0.0,0.0
1696286831800,-0.6953125,0.18359375,0.06542969,68.03125,-174.21875,81.59375,0.0,0.0,0.0
1696286831801,-0.2705078,0.22851562,0.060546875,69.5,-161.8125,28.84375,0.0,0.0,0.0
1696286831803,-0.19433594,0.25390625,0.31933594,62.3125,-133.8125,36.96875,0.0,0.0,0.0
1696286831804,-0.16992188,0.19628906,0.3154297,47.40625,-67.09375,10.71875,0.0,0.0,0.0
1696286831806,-0.22070312,0.3017578,0.60839844,31.46875,-20.15625,-16.0,0.0,0.0,0.0
1696286831831,-0.3017578,0.5390625,0.73535156,-28.65625,24.09375,-37.375,0.0,0.0,0.0
1696286831860,-0.5253906,0.45996094,1.3417969,-26.375,20.90625,-43.21875,-59.125,-23.8125,-170.125
1696286831954,-0.3203125,0.32714844,0.044921875,51.1875,67.4375,-28.53125,0.0,0.0,0.0
1696286831956,-0.9892578,0.49609375,0.6152344,33.0,50.78125,-36.5,0.0,0.0,0.0
1696286831983,-0.74902344,0.35351562,0.65527344,-89.5,101.3125,-70.3125,0.0,0.0,0.0
1696286832071,-0.9941406,0.32910156,0.48632812,-80.8125,128.59375,-65.625,0.0,0.0,0.0
1696286832074,-1.0166016,0.016601562,0.4140625,-77.09375,115.9375,-56.59375,0.0,0.0,0.0
1696286832135,-1.1015625,0.1796875,0.3876953,-61.46875,111.1875,-40.1875,0.0,0.0,0.0
1696286832138,-0.9785156,0.12011719,0.2421875,-67.09375,128.21875,-39.625,0.0,0.0,0.0
1696286832197,-0.99609375,0.1484375,0.16601562,-31.75,137.25,-6.53125,0.0,0.0,0.0
1696286832220,-1.0742188,-0.14550781,0.0703125,19.21875,109.65625,12.25,0.0,0.0,0.0
1696286832284,-1.1201172,-0.33496094,0.08105469,156.71875,68.28125,14.875,0.0,0.0,0.0
1696286832342,-0.8017578,-0.018554688,0.38378906,142.6875,69.25,-57.75,0.0,0.0,0.0
1696286832345,-0.57128906,-0.029296875,0.28808594,-41.59375,72.625,-78.5625,-70.375,-37.9375,-190.875
1696286832369,-0.77246094,0.2529297,0.36914062,-23.34375,57.53125,-56.40625,0.0,0.0,0.0
1696286832436,-0.91503906,-0.01953125,0.26367188,33.6875,21.21875,-9.21875,0.0,0.0,0.0
1696286832460,-1.3027344,-0.026367188,0.25683594,52.46875,29.9375,2.3125,0.0,0.0,0.0
1696286832493,-1.1962891,-0.14160156,0.22363281,-22.84375,31.96875,6.9375,0.0,0.0,0.0
1696286832614,-1.3134766,-0.14550781,0.0107421875,-107.625,61.9375,0.28125,0.0,0.0,0.0
1696286832641,-1.6328125,-0.24804688,0.06347656,-51.15625,48.375,12.625,0.0,0.0,0.0
1696286832645,-1.4970703,0.059570312,0.013671875,-17.34375,-10.625,29.84375,0.0,0.0,0.0
1696286832671,-1.125,0.15234375,0.2841797,-7.875,-88.28125,23.125,0.0,0.0,0.0
1696286832701,-0.94921875,0.40429688,0.54003906,199.4375,-151.3125,76.28125,0.0,0.0,0.0
1696286832730,-1.5595703,-0.061523438,0.07128906,-208.21875,-98.65625,70.71875,0.0,0.0,0.0
1696286832794,-1.3115234,0.17675781,-0.71777344,-93.46875,-137.78125,14.21875,0.0,0.0,0.0
1696286832854,-1.3261719,-0.13574219,0.26464844,167.96875,-210.84375,41.625,0.0,0.0,0.0
1696286832880,-0.93359375,0.049804688,0.17089844,30.6875,-198.5,66.625,-75.4375,-42.25,-177.5
1696286832911,-0.5449219,0.20019531,-0.020507812,78.0625,-186.84375,65.09375,0.0,0.0,0.0
1696286832944,-0.2421875,0.10058594,0.045898438,102.71875,-161.03125,57.34375,0.0,0.0,0.0
1696286832971,-0.15722656,0.032226562,0.087890625,72.125,-113.28125,47.59375,0.0,0.0,0.0
1696286833060,-0.16992188,0.31152344,0.2578125,67.625,-57.15625,25.25,0.0,0.0,0.0
1696286833062,-0.35058594,0.42578125,0.5859375,1.8125,-22.53125,-14.90625,0.0,0.0,0.0
1696286833091,-0.26757812,0.3720703,0.67089844,-48.96875,33.5625,-44.03125,0.0,0.0,0.0
1696286833154,-0.6855469,0.77734375,0.67578125,-72.9375,36.125,-26.4375,0.0,0.0,0.0
1696286833181,-1.4228516,0.0048828125,1.9580078,-18.8125,61.625,-74.40625,0.0,0.0,0.0
1696286833211,-0.9658203,0.5332031,0.75683594,-23.4375,80.5,-62.09375,0.0,0.0,0.0
1696286833273,-0.5654297,0.37695312,0.3623047,-67.75,120.03125,-63.25,0.0,0.0,0.0
1696286833299,-1.0556641,0.013671875,0.31640625,-90.40625,141.78125,-59.9375,0.0,0.0,0.0
1696286833362,-1.3369141,0.076171875,0.2734375,-96.75,130.90625,-43.53125,-73.5,-46.0,-170.4375
1696286833388,-0.9404297,0.099609375,0.3486328,-108.21875,119.75,-36.03125,0.0,0.0,0.0
1696286833420,-0.8232422,0.14746094,0.103515625,-122.625,163.75,8.46875,0.0,0.0,0.0
1696286833453,-0.9453125,0.020507812,0.022460938,-35.53125,148.1875,23.25,0.0,0.0,0.0
1696286833515,-0.97265625,-0.359375,-0.017578125,0.03125,128.53125,25.875,0.0,0.0,0.0
1696286833571,-0.8486328,-0.36328125,0.055664062,128.59375,31.71875,-31.9375,0.0,0.0,0.0
1696286833600,-0.60546875,-0.18847656,0.35839844,95.0625,40.6875,-42.5,0.0,0.0,0.0
1696286833636,-0.80566406,-0.20019531,0.22363281,-51.78125,33.3125,-74.65625,0.0,0.0,0.0
1696286833694,-0.9453125,0.35253906,0.23828125,-95.90625,18.0,-47.25,0.0,0.0,0.0
1696286833719,-1.2431641,-0.0859375,-0.037109375,-8.875,2.375,5.78125,0.0,0.0,0.0
1696286833751,-1.2890625,-0.19335938,0.50683594,70.0,97.8125,-13.1875,0.0,0.0,0.0
1696286833785,-1.3300781,0.1171875,0.06738281,-223.28125,37.65625,-23.875,0.0,0.0,0.0
1696286833810,-1.8505859,-0.020507812,-0.22167969,-266.8125,73.34375,4.0625,0.0,0.0,0.0
1696286833873,-1.328125,-0.00390625,-0.18359375,45.75,-70.03125,49.96875,-74.125,-52.0,-204.1875
1696286833936,-1.1318359,-0.05078125,0.06933594,140.78125,-63.1875,60.46875,0.0,0.0,0.0
1696286833963,-1.2587891,0.3671875,0.7919922,99.09375,-158.09375,72.5625,0.0,0.0,0.0
1696286834023,-1.5410156,0.41601562,0.28222656,-229.09375,-171.03125,72.0625,0.0,0.0,0.0
1696286834202,-1.6298828,-0.18457031,-0.8125,-297.25,-162.25,14.375,0.0,0.0,0.0
1696286834205,-0.69433594,-0.12011719,-0.37597656,233.25,-180.4375,87.625,0.0,0.0,0.0
1696286834206,-0.9667969,0.2705078,0.5205078,129.125,-264.40625,113.9375,0.0,0.0,0.0
1696286834208,-0.63183594,0.171875,0.01171875,112.65625,-214.75,95.4375,0.0,0.0,0.0
1696286834210,-0.14941406,0.125,0.16113281,108.5,-188.5,72.125,0.0,0.0,0.0
1696286834229,-0.2919922,0.15429688,0.20800781,67.0,-106.875,49.25,0.0,0.0,0.0
1696286834263,-0.10058594,0.5283203,0.37597656,23.0625,-53.3125,37.65625,0.0,0.0,0.0
1696286834289,-0.14746094,0.43164062,0.4404297,-21.75,-0.625,19.15625,0.0,0.0,0.0
1696286834382,-0.15136719,0.40625,0.7988281,-71.84375,22.5625,-1.46875,-64.9375,-28.625,-149.875
